id	rate
38017	2.0
38019	1.9
38021	1.8
38023	2.0
38025	2.2
38027	2.8
38029	3.1
38031	2.5
38033	2.4
38035	2.3
38037	2.1
38039	2.3
38041	2.9
38043	2.6
38045	2.0
38047	2.9
38049	4.1
38051	2.4
38053	3.1
38055	3.1
38057	4.5
38059	2.9
38061	2.9
38063	2.9
38065	5.3
38067	4.5
38069	3.0
38071	2.5
38073	1.9
38075	3.5
38077	2.7
38079	14.2
38081	1.6
38083	3.7
38085	5.3
38087	2.3
38089	3.3
38091	1.7
38093	2.1
38095	2.0
38097	2.7
38099	3.6
38101	3.5
38103	2.7
38105	3.7
39001	6.8
39003	4.6
39005	4.3
39007	5.3
39009	6.0
39011	3.5
39013	6.3
39015	5.0
39017	4.2
39019	6.0
39021	4.1
39023	4.7
39025	4.1
39027	5.4
39029	6.0
39031	6.2
39033	5.5
39035	5.5
39037	3.7
39039	4.3
39041	3.4
39043	4.6
39045	3.9
39047	3.9
39049	3.9
39051	4.0
39053	6.4
39055	4.4
39057	4.2
39059	5.8
39061	4.2
39063	3.5
39065	4.9
39067	6.4
39069	4.2
39071	5.5
39073	4.5
39075	3.3
39077	5.0
39079	7.0
39081	7.4
39083	4.1
39085	4.8
39087	6.1
39089	4.1
39091	3.9
39093	5.9
39095	4.9
39097	3.5
39099	5.8
39101	4.7
39103	4.3
39105	7.6
39107	3.0
39109	4.0
39111	9.1
39113	4.6
39115	6.8
39117	4.4
39119	5.3
39121	7.3
39123	4.6
39125	4.2
39127	5.5
39129	4.2
39131	6.8
39133	4.5
39135	4.3
39137	3.2
39139	4.9
39141	4.8
39143	4.1
39145	7.0
39147	4.4
39149	3.7
39151	4.9
39153	4.7
39155	6.0
39157	5.0
39159	3.5
39161	3.7
39163	5.9
39165	3.9
39167	6.4
39169	3.6
39171	4.1
39173	4.0
39175	3.4
40001	5.8
40003	3.6
40005	7.1
40007	3.2
40009	7.7
40011	3.7
40013	4.3
40015	5.6
40017	4.3
40019	5.4
40021	5.6
40023	8.3
40025	2.7
40027	4.0
40029	7.5
40031	4.8
40033	5.2
40035	4.9
40037	6.3
40039	4.9
40041	5.2
40043	4.1
40045	3.7
40047	4.5
40049	5.7
40051	5.2
40053	3.1
40055	7.9
40057	3.6
40059	4.3
40061	8.8
40063	7.5
40065	4.9
40067	8.0
40069	6.5
40071	6.7
40073	3.6
40075	5.6
40077	9.7
40079	7.4
40081	5.5
40083	4.3
40085	3.3
40087	4.3
40089	7.7
40091	9.5
40093	4.3
40095	5.1
40097	5.5
40099	4.3
40101	6.0
40103	4.0
40105	6.5
40107	6.1
40109	4.5
40111	7.4
40113	6.1
40115	5.3
40117	7.1
40119	3.9
40121	6.5
40123	4.2
40125	5.0
40127	7.7
40129	5.4
40131	5.6
40133	7.3
40135	6.5
40137	10.4
40139	3.5
40141	4.5
40143	5.2
40145	5.2
40147	5.0
40149	7.2
40151	3.3
40153	6.4
41001	6.7
41003	5.0
41005	5.2
41007	5.1
41009	7.1
41011	7.3
41013	6.9
41015	7.0
41017	5.1
41019	7.3
41021	7.1
41023	6.1
41025	5.9
41027	4.0
41029	6.8
41031	6.6
41033	7.4
41035	7.2
41037	5.7
41039	6.2
41041	5.9
41043	6.7
41045	6.1
41047	5.9
41049	5.8
41051	5.0
41053	6.0
41055	4.3
41057	5.2
41059	5.9
41061	6.3
41063	5.0
41065	5.9
41067	5.0
41069	4.9
41071	5.4
42001	4.5
42003	5.9
42005	8.0
42007	6.8
42009	5.8
42011	5.6
42013	5.7
42015	6.5
42017	5.2
42019	5.7
42021	7.7
42023	8.2
42025	6.7
42027	4.8
42029	4.6
42031	7.2
42033	7.5
42035	7.3
42037	6.2
42039	6.7
42041	4.7
42043	5.3
42045	5.6
42047	6.7
42049	7.1
42051	8.5
42053	8.5
42055	5.7
42057	6.3
42059	8.1
42061	7.1
42063	8.3
42065	7.3
42067	5.8
42069	6.4
42071	4.8
42073	7.0
42075	5.1
42077	6.3
42079	6.9
42081	7.0
42083	7.2
42085	6.8
42087	6.0
42089	6.9
42091	4.7
42093	4.9
42095	5.9
42097	6.6
42099	5.1
42101	7.7
42103	6.8
42105	7.8
42107	6.7
42109	5.1
42111	7.5
42113	7.0
42115	5.4
42117	7.4
42119	5.4
42121	8.0
42123	5.9
42125	6.6
42127	5.6
42129	6.6
42131	6.2
42133	5.2
44001	5.0
44003	5.3
44005	4.8
44007	6.3
44009	5.0
45001	6.1
45003	5.6
45005	9.1
45007	5.2
45009	11.4
45011	8.0
45013	5.1
45015	5.0
45017	7.4
45019	4.5
45021	6.6
45023	8.4
45025	5.7
45027	7.1
45029	5.8
45031	6.8
45033	7.1
45035	4.9
45037	6.1
45039	7.7
45041	5.8
45043	6.6
45045	4.7
45047	5.8
45049	6.2
45051	5.4
45053	4.7
45055	5.8
45057	6.0
45059	5.6
45061	8.2
45063	4.5
45065	5.8
45067	8.6
45069	9.1
45071	4.8
45073	5.5
45075	11.3
45077	5.6
45079	5.4
45081	4.8
45083	5.3
45085	6.5
45087	6.5
45089	7.9
45091	5.2
46003	1.9
46005	2.3
46007	4.0
46009	2.4
46011	2.5
46013	2.4
46015	2.5
46017	9.8
46019	2.9
46021	2.5
46023	3.0
46025	2.9
46027	2.7
46029	2.6
46031	5.5
46033	3.1
46035	1.9
46037	3.6
46039	3.2
46041	14.1
46043	2.2
46045	2.1
46047	3.8
46049	2.5
46051	2.5
46053	2.6
46055	2.1
46057	2.4
46059	1.9
46061	3.2
46063	2.1
46065	2.0
46067	2.0
46069	2.8
46071	2.8
46073	2.4
46075	2.4
46077	2.1
46079	3.0
46081	2.9
46083	1.8
46085	5.0
46087	2.1
46089	3.6
46091	2.8
46093	2.7
46095	3.8
46097	2.4
46099	2.2
46101	3.6
46102	13.2
46103	2.6
46105	2.8
46107	2.3
46109	3.3
46111	2.5
46115	2.6
46117	2.0
46119	1.9
46121	6.8
46123	1.9
46125	2.4
46127	2.9
46129	4.3
46135	2.3
46137	5.6
47001	5.1
47003	5.3
47005	7.4
47007	6.6
47009	4.5
47011	4.7
47013	6.7
47015	4.9
47017	7.1
47019	5.9
47021	4.0
47023	5.7
47025	6.4
47027	6.4
47029	6.0
47031	4.9
47033	5.2
47035	5.9
47037	3.8
47039	7.3
47041	5.8
47043	4.4
47045	6.1
47047	5.3
47049	6.0
47051	5.7
47053	6.2
47055	4.3
47057	5.4
47059	5.8
47061	6.6
47063	5.3
47065	5.0
47067	8.0
47069	6.2
47071	6.2
47073	5.5
47075	6.5
47077	7.0
47079	6.0
47081	4.6
47083	7.7
47085	6.2
47087	7.3
47089	5.4
47091	4.9
47093	4.3
47095	7.3
47097	7.8
47099	5.9
47101	5.8
47103	4.4
47105	4.8
47107	5.8
47109	7.4
47111	4.5
47113	5.3
47115	6.7
47117	4.8
47119	4.2
47121	7.2
47123	5.5
47125	5.5
47127	4.2
47129	6.6
47131	7.5
47133	5.6
47135	6.2
47137	5.7
47139	5.8
47141	5.2
47143	7.5
47145	5.8
47147	4.4
47149	4.0
47151	7.4
47153	6.1
47155	4.2
47157	5.8
47159	4.6
47161	6.8
47163	5.5
47165	4.1
47167	5.9
47169	4.9
47171	6.9
47173	5.9
47175	5.8
47177	4.8
47179	5.1
47181	6.2
47183	7.3
47185	5.4
47187	3.7
47189	4.0
48001	4.8
48003	4.9
48005	6.6
48007	5.9
48009	4.5
48011	3.5
48013	5.7
48015	5.9
48017	4.6
48019	4.3
48021	4.1
48023	3.5
48025	8.5
48027	4.8
48029	4.1
48031	3.3
48033	3.4
48035	4.7
48037	5.4
48039	5.7
48041	3.9
48043	4.3
48045	4.8
48047	12.5
48049	4.8
48051	5.2
48053	3.8
48055	4.5
48057	5.5
48059	4.6
48061	7.6
48063	7.8
48065	3.5
48067	8.2
48069	3.5
48071	6.8
48073	5.5
48075	3.5
48077	4.5
48079	6.0
48081	3.9
48083	6.4
48085	3.8
48087	3.6
48089	5.3
48091	4.2
48093	4.6
48095	3.2
48097	4.2
48099	4.9
48101	5.0
48103	9.1
48105	6.7
48107	5.1
48109	4.1
48111	2.5
48113	4.2
48115	6.0
48117	3.5
48119	4.3
48121	3.7
48123	6.0
48125	5.7
48127	7.4
48129	5.3
48131	12.1
48133	5.7
48135	6.8
48137	5.2
48139	4.1
48141	5.4
48143	4.7
48145	4.6
48147	4.1
48149	4.1
48151	4.7
48153	5.5
48155	4.6
48157	5.7
48159	5.5
48161	7.2
48163	5.4
48165	3.7
48167	5.9
48169	3.8
48171	3.1
48173	4.3
48175	5.7
48177	4.6
48179	7.3
48181	4.0
48183	6.8
48185	7.6
48187	4.0
48189	6.4
48191	8.2
48193	5.3
48195	3.2
48197	4.2
48199	6.8
48201	5.8
48203	6.7
48205	2.1
48207	5.1
48209	3.7
48211	3.8
48213	5.3
48215	8.4
48217	4.8
48219	5.1
48221	5.0
48223	4.5
48225	5.0
48227	6.1
48229	7.0
48231	4.5
48233	6.7
48235	3.3
48237	5.2
48239	5.3
48241	8.8
48243	2.9
48245	7.6
48247	9.9
48249	11.3
48251	4.7
48253	6.2
48255	5.3
48257	4.0
48259	3.6
48261	5.4
48263	2.9
48265	3.9
48267	3.9
48269	3.6
48271	6.6
48273	7.9
48275	5.3
48277	5.4
48279	7.1
48281	4.6
48283	5.7
48285	4.7
48287	4.2
48289	7.3
48291	8.5
48293	6.2
48295	5.1
48297	5.5
48299	4.3
48301	4.4
48303	3.7
48305	4.5
48307	5.1
48309	4.4
48311	2.2
48313	4.8
48315	7.7
48317	4.8
48319	3.7
48321	7.6
48323	11.4
48325	4.8
48327	5.0
48329	4.6
48331	5.6
48333	4.6
48335	7.3
48337	5.1
48339	5.5
48341	3.2
48343	13.1
48345	3.9
48347	5.5
48349	4.6
48351	7.9
48353	5.1
48355	5.9
48357	5.4
48359	3.4
48361	7.5
48363	5.9
48365	7.5
48367	4.3
48369	2.8
48371	5.9
48373	7.1
48375	3.6
48377	11.9
48379	4.5
48381	3.2
48383	7.7
48385	5.3
48387	6.6
48389	6.1
48391	7.4
48393	4.9
48395	5.5
48397	3.9
48399	4.8
48401	6.4
48403	9.8
48405	9.6
48407	6.9
48409	7.8
48411	3.9
48413	5.9
48415	6.3
48417	4.0
48419	6.5
48421	3.4
48423	5.1
48425	5.1
48427	14.1
48429	5.9
48431	3.8
48433	4.9
48435	8.5
48437	4.7
48439	4.2
48441	4.0
48443	4.1
48445	5.5
48447	4.0
48449	7.2
48451	4.7
48453	3.4
48455	6.7
48457	8.2
48459	7.3
48461	5.0
48463	5.6
48465	6.7
48467	4.6
48469	5.7
48471	6.2
48473	6.4
48475	5.8
48477	5.6
48479	5.2
48481	5.4
48483	4.4
48485	4.6
48487	5.4
48489	13.3
48491	3.6
48493	4.2
48495	8.5
48497	5.1
48499	5.8
48501	5.0
48503	4.8
48505	11.2
48507	17.3
49001	6.1
49003	3.3
49005	3.0
49007	6.1
49009	3.4
49011	3.1
49013	8.6
49015	5.9
49017	5.3
49019	3.5
49021	4.6
49023	3.4
49025	2.8
49027	3.2
49029	2.8
49031	4.8
49033	2.2
49035	3.2
49037	7.3
49039	4.0
49041	4.2
49043	2.9
49045	3.9
49047	9.8
49049	3.1
49051	3.0
49053	3.5
49055	5.3
49057	3.7
50001	3.1
50003	4.0
50005	4.2
50007	2.7
50009	5.2
50011	3.2
50013	3.7
50015	3.7
50017	2.9
50019	4.5
50021	4.0
50023	3.1
50025	3.3
50027	3.1
51001	4.3
51003	3.6
51005	4.9
51007	4.3
51009	4.6
51011	4.7
51013	2.6
51015	3.6
51017	3.6
51019	4.1
51021	6.4
51023	3.5
51025	5.9
51027	10.9
51029	5.1
51031	4.5
51033	4.3
51035	5.9
51036	4.4
51037	5.2
51041	3.8
51043	3.3
51045	4.4
51047	3.8
51049	4.6
51051	10.0
51053	4.8
51057	4.7
51059	3.2
51061	3.4
51063	4.4
51065	3.4
51067	4.3
51069	3.4
51071	6.9
51073	3.6
51075	3.6
51077	5.2
51079	3.2
51081	5.1
51083	6.2
51085	3.5
51087	3.9
51089	5.4
51091	3.0
51093	4.4
51095	3.8
51097	4.2
51099	4.1
51101	3.7
51103	4.4
51105	6.9
51107	3.2
51109	3.7
51111	4.6
51113	3.1
51115	3.8
51117	5.6
51119	3.7
51121	4.5
51125	3.5
51127	3.3
51131	5.0
51133	4.4
51135	4.0
51137	3.9
51139	4.5
51141	4.5
51143	4.9
51145	3.6
51147	5.6
51149	4.9
51153	3.6
51155	10.0
51157	3.5
51159	3.3
51161	3.6
51163	4.3
51165	3.6
51167	6.5
51169	4.6
51171	3.6
51173	5.6
51175	3.8
51177	4.1
51179	4.0
51181	5.6
51183	5.9
51185	8.1
51187	3.9
51191	4.6
51193	4.2
51195	8.7
51197	7.0
51199	4.0
51510	2.9
51520	5.2
51530	5.1
51540	3.5
51550	4.4
51570	4.5
51580	5.8
51590	6.6
51595	6.4
51600	3.1
51610	2.7
51620	5.9
51630	4.7
51640	5.1
51650	5.7
51660	5.2
51670	6.5
51678	7.4
51680	5.5
51683	3.5
51685	3.5
51690	6.8
51700	5.1
51710	5.4
51720	7.2
51730	7.4
51735	3.6
51740	6.2
51750	6.7
51760	4.7
51770	4.4
51775	4.0
51790	3.9
51800	4.7
51810	4.0
51820	4.1
51830	5.9
51840	3.9
53001	4.8
53003	4.7
53005	6.5
53007	5.1
53009	7.6
53011	6.6
53013	5.9
53015	7.6
53017	6.6
53019	9.8
53021	6.5
53023	5.3
53025	6.6
53027	8.7
53029	6.0
53031	7.2
53033	3.9
53035	5.9
53037	5.8
53039	6.5
53041	8.1
53043	4.1
53045	8.3
53047	6.1
53049	7.7
53051	8.9
53053	6.5
53055	3.9
53057	6.7
53059	6.7
53061	4.3
53063	6.3
53065	7.9
53067	5.9
53069	8.4
53071	5.6
53073	6.3
53075	5.5
53077	7.3
54001	5.8
54003	4.0
54005	8.5
54007	6.9
54009	6.5
54011	4.8
54013	8.5
54015	9.1
54017	4.9
54019	6.8
54021	6.8
54023	6.1
54025	4.5
54027	4.1
54029	6.5
54031	5.3
54033	5.4
54035	5.9
54037	3.4
54039	5.2
54041	7.1
54043	7.4
54045	10.0
54047	13.1
54049	6.0
54051	7.0
54053	7.0
54055	6.7
54057	6.0
54059	11.7
54061	4.5
54063	4.5
54065	4.5
54067	8.5
54069	5.3
54071	3.5
54073	7.5
54075	5.1
54077	5.2
54079	4.6
54081	6.3
54083	5.3
54085	5.9
54087	8.5
54089	5.5
54091	5.2
54093	4.8
54095	8.1
54097	7.0
54099	6.3
54101	8.2
54103	8.1
54105	8.1
54107	5.7
54109	9.4
55001	5.6
55003	5.1
55005	3.9
55007	5.8
55009	3.6
55011	4.2
55013	4.9
55015	3.4
55017	3.6
55019	3.2
55021	3.3
55023	4.3
55025	2.8
55027	3.7
55029	3.4
55031	5.2
55033	3.8
55035	3.4
55037	5.5
55039	3.6
55041	6.2
55043	3.7
55045	3.1
55047	3.9
55049	3.0
55051	7.0
55053	3.7
55055	3.9
55057	4.0
55059	4.8
55061	3.1
55063	3.7
55065	2.9
55067	5.4
55069	4.3
55071	4.3
55073	3.4
55075	5.2
55077	4.7
55078	8.6
55079	5.5
55081	3.5
55083	3.9
55085	4.3
55087	3.5
55089	3.4
55091	3.2
55093	3.8
55095	3.8
55097	3.5
55099	3.8
55101	5.3
55103	3.4
55105	4.3
55107	4.5
55109	3.5
55111	3.1
55113	5.6
55115	3.9
55117	3.3
55119	3.5
55121	3.4
55123	3.1
55125	4.5
55127	4.0
55129	4.6
55131	3.4
55133	3.6
55135	3.7
55137	4.6
55139	3.7
55141	4.7
56001	3.3
56003	4.4
56005	6.8
56007	4.1
56009	6.0
56011	4.0
56013	6.6
56015	3.3
56017	4.3
56019	4.4
56021	4.0
56023	3.8
56025	6.8
56027	3.3
56029	3.7
56031	4.6
56033	4.0
56035	5.4
56037	5.7
56039	2.0
56041	5.3
56043	4.5
56045	4.9
72001	15.7
72003	14.5
72005	14.9
72007	14.5
72009	15.1
72011	13.0
72013	13.7
72015	18.7
72017	15.0
72019	14.1
72021	9.2
72023	12.9
72025	10.7
72027	12.8
72029	12.4
72031	8.8
72033	9.9
72035	11.2
72037	13.4
72039	16.9
72041	10.6
72043	19.5
72045	13.7
72047	12.6
72049	3.8
72051	8.5
72053	13.8
72054	15.4
72055	17.9
72057	17.3
72059	18.1
72061	6.3
72063	9.2
72065	14.1
72067	12.7
72069	14.2
72071	14.3
72073	12.5
72075	15.8
72077	13.4
72079	18.8
72081	17.8
72083	13.7
72085	14.7
72087	12.7
72089	15.0
72091	12.2
72093	13.7
72095	17.7
72097	14.5
72099	15.6
72101	14.3
72103	12.8
72105	13.6
72107	15.4
72109	20.6
72111	16.9
72113	13.8
72115	16.1
72117	13.3
72119	11.5
72121	16.5
72123	23.4
72125	15.4
72127	8.2
72129	13.2
72131	18.1
72133	20.6
72135	8.9
72137	9.1
72139	7.6
72141	15.3
72143	12.0
72145	14.3
72147	11.3
72149	19.6
72151	16.6
72153	18.0
